MES_SCORE	ADRN_SCORE	AM_RATIO	CLASS	COLOR	SAMPLE
0.666616726344604	0.809120047387915	1.21377099525349	Adrenergic	Red	PAUNZM
0.665095079121394	0.743047236982698	1.1172045325674	Adrenergic	Red	PAVDFW
0.670725700912046	0.772166367996627	1.15124016710056	Adrenergic	Red	PATXKN
0.782760271875711	0.632780344556619	0.808396091743773	Mesenchymal	Green	PASYYZ
0.680042299751831	0.768336463778671	1.12983628232988	Adrenergic	Red	PATVKN
0.605355538834021	0.783699204132188	1.29460978525393	Adrenergic	Red	PAUCIK
0.785341431440647	0.668132914955703	0.850754701340619	Mesenchymal	Green	PARYAG
0.651432887272059	0.773579710162288	1.1875048455133	Adrenergic	Red	PARVPD
0.635114064667484	0.797330267173927	1.25541270699362	Adrenergic	Red	PATIIT
0.725221731665715	0.745980981346698	1.02862469335179	Slight Adrenergic	Gray	PASVXS
0.628059246566509	0.811825297192661	1.29259349596518	Adrenergic	Red	PAVLFB
0.669299373914331	0.813976380310777	1.21616187319931	Adrenergic	Red	PATSUB
0.631346560790193	0.812724601467157	1.28728760389532	Adrenergic	Red	PAVALS
0.744900872572558	0.743263752797037	0.997802231362856	Slight Mesenchymal	Gray	PAVKRF
0.66846414445612	0.76641177893945	1.14652638484151	Adrenergic	Red	PATNXK
0.705926787338334	0.793747424569843	1.12440473829111	Adrenergic	Red	PATWED
0.588712178896999	0.815262448311716	1.38482348002241	Adrenergic	Red	PASXSJ
0.616188177824927	0.79448022429002	1.2893467497128	Adrenergic	Red	PAUWHB
0.588082728984413	0.786256815905857	1.33698334801241	Adrenergic	Red	PAUDFR
0.613014462881743	0.790131041479998	1.28892724286739	Adrenergic	Red	PASXHE
0.640073407787775	0.827831146413803	1.29333782085239	Adrenergic	Red	PAUJEJ
0.649629204322828	0.784425864745595	1.20749784573383	Adrenergic	Red	PAUCNL
0.606023565402571	0.788714704628108	1.30145880400571	Adrenergic	Red	PASZTC
0.664104197342024	0.74509799811215	1.12195947728428	Adrenergic	Red	PASXRJ
0.69712828195947	0.770906952703124	1.10583227313096	Adrenergic	Red	PARZCJ
0.677445552526491	0.74502507750248	1.09975639329826	Slight Adrenergic	Gray	PARUTJ
0.619344510844638	0.799338803227553	1.29062063073336	Adrenergic	Red	PASFWL
0.588924911212014	0.790801102523682	1.34278765844054	Adrenergic	Red	PASFKX
0.689865890049802	0.759103846135417	1.10036437093682	Adrenergic	Red	PATFTR
0.668048996838733	0.812864004111105	1.21677303305244	Adrenergic	Red	PATZRF
0.654389047818232	0.787619248405629	1.20359478972271	Adrenergic	Red	PAUMFN
